"station_id","terminal_id","x_lon","y_lat","address","postcode","place","area","docks","first_hire","last_hire","is_active","hires_started","duration_started","hires_ended","duration_ended","hires_self","duration_self","hires_started_noself","duration_started_noself","hires_ended_noself","duration_ended_noself","OA","LSOA","MSOA","LAD","WARD","PCON","PCS","PCD","PCA"
219,"001183",-0.190393,51.490163,"Park House, Kensington, London SW5, UK","SW5 9AQ","Bramham Gardens","Earl's Court",29,20120104,20170919,1,81980,1345,77910,1267,3154,3066,78826,1277,74756,1191,"E00014577","E01002894","E02000593","E09000020","","","SW5 9","SW5","SW"
220,"001179",-0.166485,51.490664,"Oatwell House, Sutton Estate, Chelsea, London SW3 3RD, UK","SW3 3QZ","Chelsea Green","Chelsea",27,20120104,20170919,1,46009,1258,48230,1295,2017,3753,43992,1144,46213,1188,"E00014335","E01002862","E02000590","E09000020","","","SW3 3","SW3","SW"
221,"001170",-0.130458,51.494816,"35 Horseferry Rd, Westminster, London SW1P 2AA, UK","SW1P2AD","Horseferry Road","Westminster",16,20120104,20170919,1,82983,1007,93361,1063,1258,3227,81725,973,92103,1034,"E00175229","E01004733","E02000979","E09000033","","","SW1P2","SW1P","SW"
222,"001101",-0.155349,51.502757,"25 Knightsbridge, Belgravia, London SW1X, UK","SW1X7NL","Knightsbridge","Hyde Park",43,20120104,20170919,1,86665,2530,68338,2218,8651,3381,78014,2435,59687,2050,"E00023669","E01004691","E02000978","E09000033","","","SW1X7","SW1X","SW"
223,"003481",-0.09022,51.491484,"91 Rodney Rd, London SE17, UK","SE171RA","Rodney Road","Walworth",24,20120104,20170919,1,65077,1317,59422,1606,2777,4696,62300,1166,56645,1455,"E00019949","E01003961","E02000818","E09000028","","","SE171","SE17","SE"
224,"001150",-0.188129,51.514769,"151 Queensway, London W2 4SB, UK","W2  6GD","Whiteley's","Bayswater",16,20120104,20170919,1,90949,1702,94446,1585,2924,3659,88025,1637,91522,1518,"E00023714","E01004699","E02000976","E09000033","","","W2  6","W2","W"
225,"001182",-0.196422,51.509353,"4 Pembridge Gardens, London W2 4DU, UK","W2  4EE","Notting Hill Gate Station","Notting Hill",30,20120104,20170919,1,144233,1304,133795,1379,3506,3270,140727,1255,130289,1328,"E00014475","E01002884","E02000582","E09000020","","","W2  4","W2","W"
226,"003488",-0.131961,51.508446,"71 Charles II St, St. James's, London SW1Y, UK","SW1Y4RW","Charles II Street","West End",24,20120104,20170919,1,74300,1541,82989,1694,1295,2817,73005,1518,81694,1676,"E00023935","E01004736","E02000977","E09000033","","","SW1Y4","SW1Y","SW"
227,"003470",-0.11548,51.528915,"8 Great Percy St, Kings Cross, London WC1X 9ES, UK","WC1X9QW","Great Percy Street","Clerkenwell",23,20120104,20170919,1,77970,1092,70560,1088,1779,3531,76191,1035,68781,1025,"E00013544","E01002729","E02000574","E09000019","","","WC1X9","WC1X","WC"
228,"001067",-0.134621,51.507424,"33 St James's Square, St. James's, London SW1Y 4JS, UK","SW1Y4JS","St. James's Square","St. James's",40,20120104,20170919,1,148917,1310,190054,1311,2628,3139,146289,1277,187426,1285,"E00023935","E01004736","E02000977","E09000033","","","SW1Y4","SW1Y","SW"
229,"001151",-0.123179,51.506543,"Northumberland Ave, London WC2N 5DG, UK","WC2N5DG","Whitehall Place","Strand",24,20120104,20170919,1,170389,1671,182599,1629,6024,3018,164365,1621,176575,1582,"E00023945","E01004733","E02000979","E09000033","","","WC2N5","WC2N","WC"
230,"001144",-0.103137,51.506692,"144 Southwark St, London SE1 0UP, UK","SE1 0UP","Poured Lines","Bankside",31,20120104,20170919,1,108251,1105,112598,1086,977,2656,107274,1090,111621,1073,"E00019773","E01003934","E02000808","E09000028","","","SE1 0","SE1","SE"
231,"001089",-0.178732,51.493967,"87 Queen's Gate, Kensington, London SW7 5JX, UK","SW7 5LJ","Queen's Gate (Central)","South Kensington",31,20120104,20170919,1,57906,1313,57334,1190,1363,4100,56543,1245,55971,1119,"E00014105","E01002820","E02000592","E09000020","","","SW7 5","SW7","SW"
232,"001139",-0.112753,51.51501,"58 Carey St, London WC2A, UK","WC2A2JF","Carey Street","Holborn",16,20120104,20170919,1,36136,932,38388,933,279,2507,35857,919,38109,921,"E00004524","E01000914","E02000193","E09000007","","","WC2A2","WC2A","WC"
233,"001153",-0.130699,51.50777,"1 Pall Mall E, London SW1Y 5AU, UK","SW1Y5AU","Pall Mall East","West End",22,20120104,20170919,1,138216,1854,158241,1895,4352,3172,133864,1811,153889,1859,"E00023935","E01004736","E02000977","E09000033","","","SW1Y5","SW1Y","SW"
234,"001081",-0.106992,51.534504,"32-50 Liverpool Rd, London N1, UK","N1  0PY","Liverpool Road (N1 Centre)","Angel",24,20120104,20170919,1,153656,1236,139763,1459,2481,6378,151175,1152,137282,1370,"E00013932","E01002794","E02000573","E09000019","","","N1  0","N1","N"
235,"001154",-0.110889,51.495718,"82 Kennington Rd, Lambeth, London SE11, UK","SE116LS","Kennington Road","Vauxhall",36,20120104,20170919,1,73977,1159,67053,1097,1903,2623,72074,1121,65150,1053,"E00015188","E01003014","E02006801","E09000022","","","SE116","SE11","SE"
236,"003483",-0.073438,51.51838,"29 Fashion St, London E1, UK","E1  6PX","Fashion Street","Whitechapel",30,20120104,20170919,1,70559,1184,69934,1034,1055,3211,69504,1153,68879,1000,"E00021686","E01004307","E02000878","E09000030","","","E1  6","E1","E"
237,"003467",-0.068161,51.509786,"Vaughan Way, London E1W, UK","E1  8NA","Dock Street","Wapping",30,20120104,20170919,1,98105,1005,102137,957,1417,2796,96688,979,100720,932,"E00021625","E01004294","E02000889","E09000030","","","E1  8","E1","E"
238,"001099",-0.175116,51.523353,"405 Edgware Rd, London W2 1BT, UK","W2  1NG","Frampton Street","Paddington",32,20120104,20170919,1,38597,1571,30065,2354,1406,4524,37191,1459,28659,2247,"E00023754","E01004702","E02000968","E09000033","","","W2  1","W2","W"
239,"001090",-0.138019,51.524438,"5 Warren St, Kings Cross, London W1T, UK","W1T 5BA","Warren Street Station","Euston",26,20120104,20170919,1,144882,971,133531,1071,2016,2871,142866,945,131515,1043,"E00004185","E01000854","E02000191","E09000007","","","W1T 5","W1T","W"
240,"003472",-0.105692,51.505459,"45 Colombo St, London SE1 8EE, UK","SE1 8EE","Colombo Street","Southwark",14,20120104,20170919,1,49329,852,49901,827,588,2866,48741,827,49313,803,"E00019781","E01003934","E02000808","E09000028","","","SE1 8","SE1","SE"
242,"003482",-0.151359,51.522008,"29-30 Beaumont St, Marylebone, London W1G, UK","W1U 5RB","Beaumont Street","Marylebone",23,20120104,20170919,1,78520,1113,76889,1122,1553,2950,76967,1076,75336,1084,"E00023821","E01004716","E02000970","E09000033","","","W1U 5","W1U","W"
243,"001103",-0.139625,51.490962,"52 Belgrave Rd, Pimlico, London SW1V 2DA, UK","SW1V2AP","Gloucester Street","Pimlico",25,20120104,20170919,1,85699,1318,75879,1355,2795,3366,82904,1249,73084,1278,"E00024059","E01004749","E02000981","E09000033","","","SW1V2","SW1V","SW"
244,"001145",-0.128585,51.516118,"2-4 Bucknall St, London WC2H, UK","WC2H8LA","Earnshaw Street","Covent Garden",18,20120104,20170919,1,90732,1133,95933,1165,1005,2609,89727,1117,94928,1149,"E00004522","E01000919","E02000193","E09000007","","","WC2H8","WC2H","WC"
245,"001140",-0.142207,51.485357,"110 Grosvenor Rd, Pimlico, London SW1V 3LG, UK","SW1V3AE","Grosvenor Road","Pimlico",29,20120104,20170919,1,47610,1640,40521,1822,1760,3891,45850,1553,38761,1728,"E00023550","E01004668","E02000982","E09000033","","","SW1V3","SW1V","SW"
246,"001159",-0.099994,51.522853,"John Vane Science Centre, London EC1M, UK","EC1M5PF","Berry Street","Clerkenwell",41,20120104,20170919,1,162089,943,165618,900,1572,2252,160517,930,164046,887,"E00174784","E01033489","E02000575","E09000019","","","EC1M5","EC1M","EC"
247,"001091",-0.168314,51.530052,"Lodge Grill, 12-14 Lodge Rd, London NW8 7JA, UK","NW8 7HT","St. John's Wood Church","The Regent's Park",50,20120104,20170919,1,53136,1789,39355,2121,3639,3974,49497,1628,35716,1932,"E00023899","E01004725","E02000962","E09000033","","","NW8 7","NW8","NW"
248,"001088",-0.170279,51.506451,"Serpentine Rd, London W2 2UH, UK","W2  2UH","Triangle Car Park","Hyde Park",27,20120104,20170919,1,212954,2262,210613,2075,42941,2969,170013,2084,167672,1847,"E00175206","E01004689","E02000978","E09000033","","","W2  2","W2","W"
249,"001137",-0.096191,51.498597,"23 Harper Rd, London SE1, UK","SE1 6AW","Harper Road","The Borough",42,20120104,20170919,1,38094,1065,36448,1046,769,3100,37325,1023,35679,1002,"E00019810","E01003937","E02000815","E09000028","","","SE1 6","SE1","SE"
250,"003440",-0.162727,51.489932,"49 King's Rd, Chelsea, London SW3 4ND, UK","SW3 4ND","Royal Avenue 1","Chelsea",10,20120104,20170919,1,50579,1604,54917,1379,1212,2817,49367,1574,53705,1347,"E00014590","E01002903","E02000594","E09000020","","","SW3 4","SW3","SW"
251,"001161",-0.079249,51.518908,"4 Brushfield St, London E1 6AN, UK","EC2M4QH","Brushfield Street","Liverpool Street",34,20120104,20170919,1,249163,1145,277479,995,3388,2802,245775,1123,274091,972,"E00166755","E01032739","E02000001","E09000001","","","EC2M4","EC2M","EC"
252,"001111",-0.116542,51.504636,"337-338 Belvedere Rd, Lambeth, London SE1, UK","SE1 7NA","Jubilee Gardens","South Bank",30,20120104,20170919,1,138944,1666,157872,1835,6362,2971,132582,1603,151510,1787,"E00015180","E01032582","E02006801","E09000022","","","SE1 7","SE1","SE"
253,"001051",-0.086379,51.534042,"19-21 Bridport Pl, London N1 5DX, UK","N1  5DX","Shoreditch Park","Hoxton",30,20120104,20170919,1,108655,1163,91396,1230,4698,2871,103957,1086,86698,1141,"E00008895","E01001781","E02000370","E09000012","","","N1  5","N1","N"
254,"003471",-0.106408,51.530515,"5 Chadwell St, London EC1R 1XD, UK","EC1R1XD","Chadwell Street","Angel",17,20120104,20170919,1,101279,981,91189,1067,1373,3035,99906,953,89816,1037,"E00013551","E01002727","E02000574","E09000019","","","EC1R1","EC1R","EC"
255,"001147",-0.179592,51.525575,"22 Clifton Rd, London W9 1ST, UK","W9  1SX","Clifton Road","Maida Vale",22,20120104,20170919,1,74118,1516,70623,1689,3372,3261,70746,1433,67251,1611,"E00023773","E01004705","E02000966","E09000033","","","W9  1","W9","W"
256,"003484",-0.116764,51.51362,"5 Houghton St, London WC2A 2AD, UK","WC2A2AD","Houghton Street","Strand",15,20120104,20170919,1,47409,1076,49033,1052,351,1675,47058,1071,48682,1048,"E00023930","E01004735","E02000977","E09000033","","","WC2A2","WC2A","WC"
257,"001194",-0.154907,51.522481,"35 Marylebone Rd, Marylebone, London NW1 5LS, UK","W1U 5UW","Westminster University","Marylebone",16,20120104,20170919,1,65711,1590,64458,1601,1723,3426,63988,1541,62735,1551,"E00023813","E01004712","E02000967","E09000033","","","W1U 5","W1U","W"
258,"001193",-0.178656,51.501432,"Darwin Building, Kensington, London SW7, UK","SW7 2EU","Kensington Gore","Knightsbridge",23,20120104,20170919,1,52334,1693,47786,1420,1113,3093,51221,1663,46673,1380,"E00175250","E01004688","E02000978","E09000033","","","SW7 2","SW7","SW"
260,"003489",-0.13558,51.513684,"Hat Trick Productions Ltd, Soho, London W1F, UK","W1F 8HT","Broadwick Street","Soho",18,20120104,20170919,1,86940,1285,93385,1240,1072,2525,85868,1270,92313,1225,"E00175195","E01033596","E02000972","E09000033","","","W1F 8","W1F","W"
261,"003491",-0.191351,51.513489,"33-36 Prince's Square, London W2 4NJ, UK","W2  4PT","Princes Square","Bayswater",16,20120104,20170919,1,41381,1675,37101,1736,2204,3519,39177,1571,34897,1624,"E00023482","E01004654","E02000973","E09000033","","","W2  4","W2","W"
262,"001095",-0.103132,51.498744,"12 Borough Rd, London SE1 0AN, UK","SE1 0AN","LSBU (Borough Road)","Elephant & Castle",35,20120104,20170919,1,42346,1213,43744,1318,1269,5130,41077,1092,42475,1204,"E00019803","E01003930","E02006802","E09000028","","","SE1 0","SE1","SE"
263,"001184",-0.08066,51.514225,"30 St Mary Axe, London EC3A, UK","EC3A8EQ","St. Mary Axe","Aldgate",21,20120104,20170919,1,87741,1083,90487,978,896,2354,86845,1070,89591,964,"E00000035","E01032739","E02000001","E09000001","","","EC3A8","EC3A","EC"
264,"001146",-0.109256,51.526443,"69-91 Rosebery Ave, London EC1R, UK","EC1R4RR","Tysoe Street","Clerkenwell",20,20120104,20170919,1,123576,984,122711,898,1220,2803,122356,965,121491,879,"E00013572","E01002726","E02000575","E09000019","","","EC1R4","EC1R","EC"
265,"003490",-0.169249,51.515953,"3 Southwick St, London W2 2PR, UK","W2  2PR","Southwick Street","Paddington",17,20120104,20170919,1,66693,1240,62625,1409,2502,3625,64191,1147,60123,1317,"E00023650","E01004684","E02000974","E09000033","","","W2  2","W2","W"
266,"001204",-0.180246,51.501026,"1A Queen's Gate, Kensington, London SW7 5EH, UK","SW7 5XE","Queen's Gate (North)","Kensington",41,20120104,20170919,1,62660,1508,60999,1200,1574,3234,61086,1464,59425,1146,"E00014507","E01002891","E02000586","E09000020","","","SW7 5","SW7","SW"
267,"001155",-0.132224,51.49206,"42 Regency St, Westminster, London SW1P, UK","SW1P4AD","Regency Street","Westminster",22,20120104,20170919,1,62397,1052,59539,1042,1946,2301,60451,1012,57593,999,"E00024023","E01004747","E02000980","E09000033","","","SW1P4","SW1P","SW"
268,"001087",-0.144132,51.493204,"89 Eccleston Square, Pimlico, London SW1V, UK","SW1V1PN","Belgrave Road","Victoria",29,20120104,20170919,1,118103,1195,115306,1348,2738,3940,115365,1130,112568,1285,"E00024054","E01004750","E02000982","E09000033","","","SW1V1","SW1V","SW"
269,"001209",-0.08974,51.500823,"17 Empire Square E, London SE1 4NB, UK","SE1 3YB","Empire Square","The Borough",46,20120104,20170919,1,92616,1037,96312,997,2333,3092,90283,984,93979,945,"E00019841","E01003938","E02000812","E09000028","","","SE1 3","SE1","SE"
270,"001190",-0.122492,51.486343,"1 A3036, Lambeth, London SW8 1SS, UK","SW8 2LG","Kennington Lane Rail Bridge","Vauxhall",31,20120104,20170919,1,167145,1051,175636,1034,1719,3765,165426,1023,173917,1007,"E00171536","E01033208","E02000621","E09000022","","","SW8 2","SW8","SW"
271,"001136",-0.156285,51.535836,"26 Outer Cir, Marylebone, London NW1, UK","NW1 4RY","London Zoo","The Regent's Park",32,20120104,20170919,1,54746,1881,51073,1813,5602,2765,49144,1781,45471,1696,"E00023922","E01004730","E02000960","E09000033","","","NW1 4","NW1","NW"
272,"001133",-0.110699,51.501444,"25 Baylis Rd, Lambeth, London SE1 7AY, UK","SE1 7AY","Baylis Road","Waterloo",22,20120104,20170919,1,148695,986,154161,921,1513,3515,147182,960,152648,895,"E00015175","E01032582","E02006801","E09000022","","","SE1 7","SE1","SE"
273,"001186",-0.114686,51.506133,"Hayward Gallery, Lambeth, London SE1, UK","SE1 8XZ","Belvedere Road 1","South Bank",38,20120104,20170919,1,134948,1417,144514,1376,4688,3325,130260,1348,139826,1310,"E00015180","E01032582","E02006801","E09000022","","","SE1 8","SE1","SE"
274,"001134",-0.205284,51.496712,"373 Kensington High St, Kensington, London W14 8QZ, UK","W14 8QZ","Warwick Road","Olympia",36,20120104,20170919,1,65948,1447,67552,1452,1954,4354,63994,1358,65598,1366,"E00014046","E01002814","E02000591","E09000020","","","W14 8","W14","W"
275,"001191",-0.092176,51.520044,"153 Silk St, London EC2Y, UK","EC2Y8DX","Barbican Centre","Barbican",19,20120104,20170919,1,70004,1010,73726,896,868,2287,69136,994,72858,879,"E00000019","E01000002","E02000001","E09000001","","","EC2Y8","EC2Y","EC"
276,"001098",-0.084985,51.509301,"10 Lower Thames St, London EC3R, UK","EC3R6AD","Lower Thames Street","Monument",24,20120104,20170919,1,53014,1498,55574,1427,867,3082,52147,1471,54707,1401,"E00000035","E01032739","E02000001","E09000001","","","EC3R6","EC3R","EC"
277,"001143",-0.191496,51.503157,"28 Kensington Church St, Kensington, London W8 4EP, UK","W8  4LF","Kensington Church Street","Kensington",17,20120104,20170919,1,104409,1315,105263,1337,3734,3417,100675,1237,101529,1261,"E00014136","E01002826","E02000584","E09000020","","","W8  4","W8","W"
278,"001142",-0.07962,51.503493,"188 Tooley St, London SE1 2TZ, UK","SE1 2UD","Tooley Street","Bermondsey",17,20120104,20170919,1,188718,1417,219622,1434,4917,3306,183801,1366,214705,1391,"E00020255","E01004027","E02000809","E09000028","","","SE1 2","SE1","SE"
279,"001108",-0.176645,51.518622,"55 N Wharf Rd, London W2, UK","W2  1AF","North Wharf Road","Paddington",25,20120104,20170919,1,62750,1217,56549,1284,940,3186,61810,1188,55609,1252,"E00175186","E01033594","E02000974","E09000033","","","W2  1","W2","W"
280,"003462",-0.162418,51.490083,"43-47 King's Rd, Chelsea, London SW3 4ND, UK","SW3 4TX","Royal Avenue 2","Chelsea",10,20120104,20170919,1,54971,1574,59812,1385,1431,2944,53540,1537,58381,1347,"E00014336","E01002861","E02000590","E09000020","","","SW3 4","SW3","SW"
281,"003480",-0.127575,51.495805,"34 Smith Square, Westminster, London SW1P 3HL, UK","SW1P3AF","Smith Square","Westminster",18,20120104,20170919,1,72162,1060,84982,1126,1094,2700,71068,1035,83888,1106,"E00023945","E01004733","E02000979","E09000033","","","SW1P3","SW1P","SW"
284,"001117",-0.112031,51.49914,"Halifax Estate Agents, Lambeth, London SE1, UK","SE1 7XG","Lambeth North Station","Waterloo",20,20120104,20170919,1,61773,1073,61394,1030,1055,3182,60718,1036,60339,993,"E00015167","E01032582","E02006801","E09000022","","","SE1 7","SE1","SE"
286,"001187",-0.174653,51.527294,"43 St John's Wood Rd, London NW8, UK","NW8 8UF","St. John's Wood Road","St. John's Wood",35,20120104,20170919,1,54761,1148,40058,1354,1586,2517,53175,1107,38472,1306,"E00023909","E01004729","E02000962","E09000033","","","NW8 8","NW8","NW"
287,"001156",-0.128377,51.523673,"Dept of Geography, London WC1H, UK","WC1H0AP","Bedford Way","Bloomsbury",23,20120104,20170919,1,68277,1046,64002,1060,1312,2727,66965,1013,62690,1025,"E00174659","E01000855","E02000193","E09000007","","","WC1H0","WC1H","WC"
288,"001138",-0.147478,51.492369,"2 Elizabeth Bridge, London SW1V, UK","SW1W9TN","Elizabeth Bridge","Victoria",34,20120104,20170919,1,106544,1440,112943,1445,2907,3902,103637,1371,110036,1380,"E00023558","E01004666","E02000982","E09000033","","","SW1W9","SW1W","SW"
289,"003493",-0.151296,51.50923,"25 S Audley St, Mayfair, London W1K, UK","W1K 2PD","South Audley Street","Mayfair",15,20120104,20170919,1,35584,1274,37792,1252,786,3247,34798,1229,37006,1209,"E00024117","E01004762","E02000970","E09000033","","","W1K 2","W1K","W"
290,"003496",-0.175488,51.51678,"8 Winsland St, London W2, UK","W2  1DJ","Winsland Street","Paddington",15,20120104,20170919,1,139424,1369,134489,1379,1118,4623,138306,1342,133371,1351,"E00175186","E01033594","E02000974","E09000033","","","W2  1","W2","W"
291,"001135",-0.138089,51.484839,"128 Grosvenor Rd, Pimlico, London SW1V 3JY, UK","SW1V3BQ","Claverton Street","Pimlico",32,20120104,20170919,1,48888,1599,42365,1493,1563,4128,47325,1515,40802,1392,"E00023538","E01004669","E02000983","E09000033","","","SW1V3","SW1V","SW"
292,"001206",-0.165471,51.498884,"2A Montpelier St, Knightsbridge, London SW7 1EZ, UK","SW7 1EZ","Montpelier Street","Knightsbridge",16,20120104,20170919,1,98908,1592,103193,1587,3064,3609,95844,1528,100129,1525,"E00023681","E01004689","E02000978","E09000033","","","SW7 1","SW7","SW"
293,"001214",-0.209494,51.498157,"27 Russell Rd, Kensington, London W14 8HU, UK","W14 8HU","Kensington Olympia Station","Olympia",25,20120104,20170919,1,45892,1258,43466,1273,1507,3935,44385,1167,41959,1177,"E00014397","E01002867","E02000585","E09000020","","","W14 8","W14","W"
294,"001195",-0.135635,51.488226,"30 St.George's Square, Pimlico, London SW1V, UK","SW1V2HP","St. George's Square","Pimlico",16,20120104,20170919,1,89481,1095,85150,1094,2669,3146,86812,1031,82481,1028,"E00023999","E01004741","E02000983","E09000033","","","SW1V2","SW1V","SW"
295,"001216",-0.092762,51.500296,"2 Swan St, London SE1, UK","SE1 1BA","Swan Street","The Borough",27,20120104,20170919,1,78404,988,76388,978,1714,2790,76690,947,74674,937,"E00019842","E01003939","E02000808","E09000028","","","SE1 1","SE1","SE"
296,"200069",-0.190603,51.493631,"8 Knaresborough Pl, Kensington, London SW5 0TF, UK","SW5 0TJ","Knaresborough Place","Earl's Court",18,20120104,20170919,1,53664,1208,53295,1286,2099,3992,51565,1094,51196,1175,"E00014286","E01002850","E02000589","E09000020","","","SW5 0","SW5","SW"
297,"003498",-0.106,51.496127,"Geraldine St, London, UK","SE1 6EU","Geraldine Street","Elephant & Castle",17,20120104,20170919,1,24612,1006,22542,1002,783,2229,23829,966,21759,958,"E00019807","E01003930","E02006802","E09000028","","","SE1 6","SE1","SE"
298,"001213",-0.074189,51.502279,"29-32 Curlew St, London SE1 2NL, UK","SE1 2ND","Curlew Street","Shad Thames",21,20120104,20170919,1,125290,1266,124832,1330,4283,3875,121007,1173,120549,1240,"E00166629","E01032637","E02000809","E09000028","","","SE1 2","SE1","SE"
299,"001196",-0.136928,51.493985,"63 Rochester Row, Westminster, London SW1P 1LQ, UK","SW1P2NU","Vincent Square","Westminster",19,20120104,20170919,1,39460,1217,40148,1146,918,3466,38542,1164,39230,1091,"E00024022","E01004747","E02000980","E09000033","","","SW1P2","SW1P","SW"
300,"001217",-0.172729,51.505013,"The Flower Walk, London W2 3XA, UK","W2  3XA","Serpentine Car Park","Hyde Park",16,20120104,20170919,1,165774,1894,169509,1744,15550,2665,150224,1814,153959,1651,"E00175206","E01004689","E02000978","E09000033","","","W2  3","W2","W"
301,"001152",-0.148105,51.514759,"The Woodstock, Mayfair, London W1C, UK","W1C 1JH","Marylebone Lane","Marylebone",24,20120104,20170919,1,100752,1285,104752,1376,1613,3184,99139,1254,103139,1347,"E00023845","E01004714","E02000970","E09000033","","","W1C 1","W1C","W"
302,"003492",-0.216573,51.466907,"Lockyer House, London SW15 1EE, UK","SW151EP","Putney Pier","Wandsworth",28,20120104,20170919,1,17880,1285,21719,1896,1004,2451,16876,1215,20715,1869,"E00023189","E01004608","E02000928","E09000032","","","SW151","SW15","SW"
303,"001132",-0.158456,51.502953,"S Carriage Dr, Knightsbridge, London, UK","SW1X7JT","Albert Gate","Hyde Park",28,20120104,20170919,1,340922,2316,346053,2125,68474,2886,272448,2172,277579,1937,"E00023668","E01004691","E02000978","E09000033","","","SW1X7","SW1X","SW"
304,"001149",-0.162097,51.512118,"10 N Carriage Dr, London W2 2ET, UK","W2  2ET","Pop Up Dock 2","void",20,20120104,20160824,0,120737,2726,120099,2311,17499,3130,103238,2658,102600,2171,"E00023623","E01004680","E02000974","E09000033","","","W2  2","W2","W"
305,"001168",-0.115853,51.486779,"283-287 Kennington Ln, Lambeth, London SE11, UK","SE115RG","Kennington Lane Tesco","Vauxhall",15,20120104,20170919,1,44225,873,49320,919,561,3401,43664,841,48759,891,"E00015676","E01003109","E02000620","E09000022","","","SE115","SE11","SE"
306,"003497",-0.135025,51.518162,"10 Rathbone St, Fitzrovia, London W1T, UK","W1T 1NT","Rathbone Street","Fitzrovia",16,20120104,20170919,1,58527,970,59498,1035,959,2090,57568,952,58539,1017,"E00024128","E01004763","E02000972","E09000033","","","W1T 1","W1T","W"
307,"001157",-0.187842,51.509908,"Broad Walk, London W2, UK","W2  4RU","Black Lion Gate","Kensington Gardens",24,20120104,20170919,1,364603,2857,353560,2234,72775,3294,291828,2748,280785,1959,"E00014138","E01002827","E02000584","E09000020","","","W2  4","W2","W"
308,"001189",-0.085666,51.499075,"182-190 Long Ln, London SE1, UK","SE1 4PZ","Long Lane","Bermondsey",20,20120104,20170919,1,67109,1014,65234,1127,1946,2186,65163,979,63288,1094,"E00019815","E01003940","E02000812","E09000028","","","SE1 4","SE1","SE"
309,"001192",-0.119047,51.509631,"Victoria Embankment, London WC2R, UK","WC2R0BL","Embankment (Savoy)","Strand",40,20120104,20170919,1,61734,1768,72599,1634,1709,3526,60025,1718,70890,1588,"E00023930","E01004735","E02000977","E09000033","","","WC2R0","WC2R","WC"
310,"001205",-0.116911,51.490867,"7 Black Prince Rd, Lambeth, London SE11 6JF, UK","SE116JH","Black Prince Road","Vauxhall",19,20120104,20170919,1,55442,973,55120,1041,1393,2546,54049,932,53727,1002,"E00015698","E01003105","E02000620","E09000022","","","SE116","SE11","SE"
311,"003494",-0.140485,51.519181,"29-30 Foley St, Fitzrovia, London W1W 7TL, UK","W1W 7TJ","Foley Street","Fitzrovia",24,20120104,20160612,0,79284,974,80364,1000,1247,2692,78037,946,79117,974,"E00024125","E01004765","E02000972","E09000033","","","W1W 7","W1W","W"
312,"001130",-0.17677,51.530889,"23 Grove End Rd, London NW8 9BL, UK","NW8 9BN","Grove End Road","St. John's Wood",20,20120104,20170919,1,60747,1524,54508,1802,2104,4249,58643,1426,52404,1704,"E00023428","E01004651","E02000962","E09000033","","","NW8 9","NW8","NW"
313,"003495",-0.138072,51.517344,"Linton House, Fitzrovia, London W1T, UK","W1T 3QB","Wells Street","Fitzrovia",38,20120104,20170919,1,108646,1073,111495,1100,1275,2633,107371,1054,110220,1082,"E00024130","E01004765","E02000972","E09000033","","","W1T 3","W1T","W"
314,"003485",-0.083159,51.500889,"8 Tyers Gate, London SE1 3HX, UK","SE1 3JG","Tyers Gate","Bermondsey",36,20120104,20170919,1,71757,1138,72033,1258,1821,2451,69936,1104,70212,1227,"E00020035","E01032646","E02000809","E09000028","","","SE1 3","SE1","SE"
315,"001199",-0.153463,51.525367,"York Bridge, London NW1 4NS, UK","NW1 4NS","The Tennis Courts","The Regent's Park",16,20120104,20170919,1,74154,1812,73863,1671,14681,2391,59473,1669,59182,1492,"E00023919","E01004727","E02000967","E09000033","","","NW1 4","NW1","NW"
316,"000968",-0.141943,51.497684,"9-11 Bressenden Pl, Westminster, London SW1E 5DD, UK","SW1E5BH","Cardinal Place","Victoria",24,20120104,20161104,0,105774,1309,113597,1349,1717,4163,104057,1261,111880,1305,"E00023942","E01004731","E02000979","E09000033","","","SW1E5","SW1E","SW"
317,"001208",-0.093913,51.496791,"24 Harper Rd, London SE1 6AD, UK","SE1 6RP","Dickens Square","Borough",32,20120104,20170919,1,32908,1025,32959,1186,1167,2724,31741,962,31792,1129,"E00019824","E01003943","E02000815","E09000028","","","SE1 6","SE1","SE"
318,"001197",-0.138846,51.510048,"23 Sackville St, Mayfair, London W1S, UK","W1S 3EJ","Sackville Street","Mayfair",18,20120104,20170919,1,77876,1351,83881,1365,811,2488,77065,1339,83070,1354,"E00024112","E01033595","E02000972","E09000033","","","W1S 3","W1S","W"
319,"003500",-0.088542,51.527025,"1 Baldwin St, London EC1V, UK","EC1V2NL","Baldwin Street","St. Luke's",21,20120104,20170919,1,79816,931,77322,853,786,3054,79030,910,76536,831,"E00013446","E01002701","E02000576","E09000019","","","EC1V2","EC1V","EC"
320,"001148",-0.139956,51.493573,"215 Vauxhall Bridge Rd, Pimlico, London SW1V 1EJ, UK","SW1V1TB","Queen Mother Sports Centre","Victoria",26,20120104,20170919,1,104781,1193,112088,1224,1632,3646,103149,1154,110456,1189,"E00024013","E01004744","E02000979","E09000033","","","SW1V1","SW1V","SW"
321,"002637",-0.081608,51.497855,"222-244 Bermondsey St, London SE1, UK","SE1 3UL","Bermondsey Street","Bermondsey",24,20120104,20170919,1,137095,1108,132338,1132,2948,3994,134147,1045,129390,1067,"E00019818","E01003941","E02000812","E09000028","","","SE1 3","SE1","SE"
