"station_id","terminal_id","x_lon","y_lat","address","postcode","place","area","docks","first_hire","last_hire","is_active","hires_started","duration_started","hires_ended","duration_ended","hires_self","duration_self","hires_started_noself","duration_started_noself","hires_ended_noself","duration_ended_noself","OA","LSOA","MSOA","LAD","WARD","PCON","PCS","PCD","PCA"
404,"001110",-0.1844,51.502042,"Broad Walk, London SW7 5ED, UK","SW7 5BB","Palace Gate","Kensington Gardens",13,20120104,20170919,1,211072,2292,212841,2023,34878,2930,176194,2166,177963,1845,"E00014525","E01002891","E02000586","E09000020","","","SW7 5","SW7","SW"
405,"001107",-0.18267,51.494185,"Gloucester Road Station, Kensington, London SW7, UK","SW7 4QH","Gloucester Road Station","South Kensington",15,20120104,20170919,1,130458,1206,131097,1097,4112,3810,126346,1121,126985,1009,"E00014193","E01002835","E02000592","E09000020","","","SW7 4","SW7","SW"
406,"010633",-0.160785,51.51222,"10 N Carriage Dr, London W2 2ET, UK","W2  2ET","Speakers' Corner 2","Hyde Park",25,20120104,20160824,0,167493,3428,164572,2602,35605,3399,131888,3435,128967,2382,"E00023623","E01004680","E02000974","E09000033","","","W2  2","W2","W"
407,"000977",-0.159988,51.512303,"Cumberland Gate, London W2 2EU, UK","W1H 7EL","Speakers' Corner 1","Hyde Park",20,20120104,20160824,0,199629,3224,200465,2351,34642,3606,164987,3144,165823,2089,"E00023509","E01004658","E02000971","E09000033","","","W1H 7","W1H","W"
408,"001129",-0.170704,51.519943,"Balmoral Apartments, London W2 1JX, UK","W2  1DX","Paddington Green Police Station","Paddington",40,20120104,20170919,1,35629,1579,30399,2217,1185,4686,34444,1472,29214,2117,"E00023762","E01004702","E02000968","E09000033","","","W2  1","W2","W"
409,"010624",-0.099828,51.493146,"The Pavilion, 4 Walworth Rd, London SE1 6EB, UK","SE1 6EB","Strata","Elephant & Castle",41,20120104,20170919,1,52562,1411,50866,1818,1390,5015,51172,1313,49476,1728,"E00167763","E01032719","E02000820","E09000028","","","SE1 6","SE1","SE"
410,"001058",-0.169774,51.519968,"A40, London W2, UK","W2  1DX","Edgware Road Station","Marylebone",64,20120104,20170919,1,87229,1538,70882,1800,2425,5437,84804,1427,68457,1671,"E00023762","E01004702","E02000968","E09000033","","","W2  1","W2","W"
411,"010629",-0.09968,51.493372,"Strata SE1, London SE1, UK","SE1 6EL","Walworth Road","Elephant & Castle",33,20120104,20170919,1,85564,1650,89513,1630,2577,5904,82987,1518,86936,1503,"E00168001","E01032719","E02000820","E09000028","","","SE1 6","SE1","SE"
412,"010628",-0.110121,51.488105,"28 Cleaver St, London SE11 4DR, UK","SE114DR","Cleaver Street","Kennington",17,20120104,20170919,1,35934,1048,35623,1019,970,2692,34964,1003,34653,972,"E00015664","E01003106","E02000620","E09000022","","","SE114","SE11","SE"
419,"022160",-0.149004,51.485821,"123A Grosvenor Rd, London SW1V 4BE, UK","SW1W8QL","Chelsea Bridge","Pimlico",15,20120104,20170919,1,75360,1398,70727,1677,2892,3843,72468,1301,67835,1585,"E00175217","E01033597","E02000982","E09000033","","","SW1W8","SW1W","SW"
420,"022162",-0.105312,51.504043,"95 Joan St, London SE1 8DD, UK","SE1 8BS","Southwark Station 1","Southwark",37,20120104,20170919,1,62059,954,70291,1021,667,2581,61392,936,69624,1006,"E00019793","E01032583","E02006802","E09000028","","","SE1 8","SE1","SE"
421,"022163",-0.104778,51.504044,"197 Blackfriars Rd, London SE1, UK","SE1 8NJ","Southwark Station 2","Southwark",45,20120104,20170919,1,100805,1074,93623,928,1327,3737,99478,1039,92296,887,"E00019788","E01032583","E02006802","E09000028","","","SE1 8","SE1","SE"
423,"022164",-0.153933,51.494561,"67 Eaton Square, Belgravia, London SW1W 9AR, UK","SW1W9AR","Eaton Square (South)","Belgravia",31,20120104,20170919,1,38166,1555,39750,1401,1078,4168,37088,1479,38672,1324,"E00023660","E01004687","E02000978","E09000033","","","SW1W9","SW1W","SW"
424,"022159",-0.149186,51.490491,"12 Ebury Bridge, London SW1W, UK","SW1W8SL","Ebury Bridge","Pimlico",29,20120125,20170919,1,67525,1248,61924,1363,2182,3334,65343,1179,59742,1291,"E00023530","E01004667","E02000982","E09000033","","","SW1W8","SW1W","SW"
425,"022181",-0.139159,51.533379,"A400, Kings Cross, London NW1, UK","NW1 7DF","Harrington Square 2","Camden Town",38,20120104,20170919,1,70935,1256,64953,1176,782,3661,70153,1229,64171,1145,"E00004707","E01000947","E02000186","E09000007","","","NW1 7","NW1","NW"
426,"022161",-0.129925,51.493072,"12 Vincent St, Westminster, London SW1P, UK","SW1P4HB","Vincent Street","Pimlico",17,20120104,20170919,1,55447,930,56452,1085,1479,1934,53968,903,54973,1062,"E00024020","E01004746","E02000980","E09000033","","","SW1P4","SW1P","SW"
427,"022180",-0.09294,51.51397,"99 Cheapside, London EC2V 6DY, UK","EC2V8BT","Cheapside","Bank",43,20120104,20170919,1,186368,1014,194029,940,1505,2601,184863,1001,192524,927,"E00166757","E01032739","E02000001","E09000001","","","EC2V8","EC2V","EC"
428,"022179",-0.174554,51.499917,"46 Exhibition Rd, Knightsbridge, London SW7, UK","SW7 2BX","Exhibition Road","Knightsbridge",20,20120104,20170919,1,172781,1404,186358,1237,4993,2988,167788,1357,181365,1188,"E00175208","E01004688","E02000978","E09000033","","","SW7 2","SW7","SW"
430,"022182",-0.17524,51.48902,"S Parade, Chelsea, London SW3 6EJ, UK","SW3 6EH","South Parade","Chelsea",18,20120114,20170919,1,34181,1340,35953,1382,1117,4272,33064,1241,34836,1289,"E00014652","E01002910","E02000595","E09000020","","","SW3 6","SW3","SW"
431,"022183",-0.122203,51.534474,"17 Crinan St, Kings Cross, London N1 9SQ, UK","N1  9SQ","Crinan Street","King's Cross",20,20120113,20170919,1,68521,1443,67927,1420,1410,4181,67111,1385,66517,1362,"E00013484","E01002711","E02000574","E09000019","","","N1  9","N1","N"
432,"022158",-0.173894,51.496957,"72 Exhibition Rd, Knightsbridge, London SW7 2PA, UK","SW7 2PA","Exhibition Road Museums","South Kensington",22,20120104,20170919,1,116321,1835,120337,1465,4150,2678,112171,1804,116187,1422,"E00014093","E01002819","E02000588","E09000020","","","SW7 2","SW7","SW"
433,"022169",-0.116279,51.524564,"139 Gray's Inn Rd, London WC1X 8UB, UK","WC1X8JR","Wren Street","Holborn",33,20120223,20170919,1,110533,882,100169,813,1340,2568,109193,861,98829,789,"E00174661","E01000936","E02000189","E09000007","","","WC1X8","WC1X","WC"
435,"022170",-0.105593,51.488852,"60 Kennington Park Rd, London SE11 4RS, UK","SE114RE","Kennington Station","Kennington",23,20120224,20170919,1,48022,1275,48096,1499,1332,3706,46690,1206,46764,1436,"E00015695","E01003108","E02000619","E09000022","","","SE114","SE11","SE"
436,"022171",-0.11655,51.51824,"75 Red Lion St, London, UK","WC1V6TP","Red Lion Street","Holborn",36,20120114,20170919,1,141095,909,134342,949,1079,2407,140016,898,133263,937,"E00004524","E01000914","E02000193","E09000007","","","WC1V6","WC1V","WC"
437,"200056",-0.120903,51.488124,"139 Vauxhall Walk, Lambeth, London SE11 5HL, UK","SE115HL","Vauxhall Walk","Vauxhall",27,20120228,20170919,1,39900,1280,43657,1308,1533,3861,38367,1177,42124,1215,"E00015675","E01003109","E02000620","E09000022","","","SE115","SE11","SE"
439,"200053",-0.118677,51.5338,"75 Killick St, Kings Cross, London N1, UK","N1  9RY","Killick Street","King's Cross",22,20120118,20170919,1,41019,1238,37418,1277,849,4173,40170,1176,36569,1210,"E00013486","E01002711","E02000574","E09000019","","","N1  9","N1","N"
440,"200032",-0.113134,51.483145,"34 Kennington Oval, London SE11, UK","SE115TB","Kennington Oval","Oval",33,20120109,20170919,1,76382,1362,77530,1600,1632,5030,74750,1282,75898,1527,"E00015629","E01003101","E02000620","E09000022","","","SE115","SE11","SE"
441,"200039",-0.114605,51.495656,"A3203, Lambeth, London SE11 6NG, UK","SE116NB","Sail Street","Vauxhall",24,20120125,20170919,1,36884,1098,34148,1166,823,3884,36061,1034,33325,1099,"E00015192","E01003015","E02000619","E09000022","","","SE116","SE11","SE"
442,"200035",-0.211358,51.510101,"8 Walmer Rd, London W11 4EY, UK","W11 4SF","Walmer Road","Avondale",24,20120210,20170919,1,36599,1453,35104,1599,1675,3439,34924,1358,33429,1507,"E00014413","E01002872","E02000581","E09000020","","","W11 4","W11","W"
443,"200033",-0.058641,51.515256,"18 Philpot St, London E1 2DW, UK","E1  2DT","Philpot Street","Whitechapel",30,20120221,20170919,1,63171,1035,58973,1028,1290,2885,61881,996,57683,986,"E00021762","E01004326","E02000880","E09000030","","","E1  2","E1","E"
444,"200047",-0.055312,51.52568,"249-253 Cambridge Heath Rd, London E2 0EL, UK","E2  6FH","Bethnal Green Garden","Bethnal Green",24,20120123,20170919,1,63541,1312,61316,1153,2030,3333,61511,1245,59286,1078,"E00021197","E01004212","E02000874","E09000030","","","E2  6","E2","E"
445,"200003",-0.065076,51.52388,"24 Dunbridge St, London E2 6JA, UK","E2  6JA","Cheshire Street","Bethnal Green",28,20120109,20170919,1,61538,947,50416,926,1257,3315,60281,898,49159,865,"E00021696","E01004317","E02000872","E09000030","","","E2  6","E2","E"
446,"200042",-0.055894,51.528936,"319 Cambridge Heath Rd, London E2 9LQ, UK","E2  9LH","York Hall","Bethnal Green",27,20120111,20170919,1,94915,1418,92525,1294,2779,5463,92136,1296,89746,1164,"E00021168","E01004203","E02000868","E09000030","","","E2  9","E2","E"
447,"200054",-0.007542,51.493381,"329-343 A1206, Isle of Dogs, London E14 3HN, UK","E14 3HN","Jubilee Crescent","Cubitt Town",54,20120308,20170919,1,28255,1274,26395,1786,1299,3644,26956,1160,25096,1690,"E00021225","E01004216","E02000893","E09000030","","","E14 3","E14","E"
448,"022165",-0.02296,51.50623,"North Dock footbridge, London E14, UK","E14 4QJ","Fisherman's Walk West","Canary Wharf",36,20120221,20170919,1,81797,1528,91013,1394,2880,2598,78917,1489,88133,1355,"E00167159","E01004277","E02006854","E09000030","","","E14 4","E14","E"
449,"200020",-0.057159,51.511088,"132 Cable St, London E1 0DE, UK","E1  0DE","Shadwell Station","Shadwell",35,20120111,20170919,1,86782,1115,80510,1176,1628,2984,85154,1079,78882,1139,"E00021649","E01004301","E02000888","E09000030","","","E1  0","E1","E"
450,"200002",-0.053177,51.515975,"60 Jubilee St, London E1 3EY, UK","E1  3EG","Jubilee Street","Stepney",28,20120221,20170919,1,64674,978,56065,1233,1904,2183,62770,941,54161,1200,"E00021590","E01004287","E02000879","E09000030","","","E1  3","E1","E"
451,"200021",-0.063531,51.504719,"2 Vaughan Way, St Katharine's & Wapping, London E1W 2PT, UK","E1W 1NA","Hermitage Court","Wapping",16,20120131,20170919,1,42877,880,40425,889,1000,1995,41877,853,39425,861,"E00021611","E01004293","E02000890","E09000030","","","E1W 1","E1W","E"
452,"200049",-0.070542,51.505697,"67 St Katharine's Way, St Katharine's & Wapping, London E1W 1LP, UK","E1W 1UQ","St. Katharine's Way","Tower",24,20120111,20170919,1,70540,1465,67070,1406,2295,3133,68245,1409,64775,1345,"E00167175","E01004293","E02000890","E09000030","","","E1W 1","E1W","E"
453,"200045",-0.055167,51.508447,"32 Garnet St, St Katharine's & Wapping, London E1W 3QT, UK","E1W 3RY","Garnet Street","Shadwell",24,20120124,20170919,1,62623,1109,57218,1121,1434,2403,61189,1079,55784,1088,"E00021648","E01004303","E02000888","E09000030","","","E1W 3","E1W","E"
454,"200046",-0.021582,51.487679,"16 Napier Ave, Isle of Dogs, London E14 3QB, UK","E14 3QE","Napier Avenue","Millwall",20,20120308,20170919,1,34165,1489,32426,1728,3203,3143,30962,1318,29223,1573,"E00021532","E01004274","E02000894","E09000030","","","E14 3","E14","E"
455,"200031",-0.014409,51.49447,"151 E Ferry Rd, Isle of Dogs, London E14 3BT, UK","E14 9GL","East Ferry Road","Cubitt Town",17,20120308,20170919,1,26739,1547,28649,1547,1206,4823,25533,1393,27443,1403,"E00167170","E01004215","E02000891","E09000030","","","E14 9","E14","E"
456,"200118",-0.144664,51.538071,"54A Parkway, London NW1 7AH, UK","NW1 7AH","Parkway","Camden Town",33,20120123,20170919,1,66180,1861,69333,1796,1905,5112,64275,1765,67428,1702,"E00004235","E01000863","E02000186","E09000007","","","NW1 7","NW1","NW"
457,"200016",-0.145393,51.542138,"2 Leybourne St, London NW1 8BX, UK","NW1 8QX","Castlehaven Road","Camden Town",29,20120209,20170919,1,107463,2145,103167,2356,4579,4271,102884,2051,98588,2267,"E00004209","E01000858","E02000183","E09000007","","","NW1 8","NW1","NW"
458,"200034",-0.057544,51.504749,"78-80 Wapping Ln, St Katharine's & Wapping, London E1W 2RT, UK","E1W 2RT","Wapping Lane","Wapping",28,20120308,20170919,1,80947,1136,79043,1147,2007,3370,78940,1079,77036,1089,"E00021614","E01004291","E02000890","E09000030","","","E1W 2","E1W","E"
459,"200014",-0.03338,51.535179,"458 Old Ford Rd, London E3 5JP, UK","E3  5PS","Gunmakers Lane","Old Ford",17,20120126,20170919,1,65914,1823,64578,1855,6479,3229,59435,1670,58099,1702,"E00167247","E01004222","E02000864","E09000030","","","E3  5","E3","E"
460,"200123",-0.029138,51.516196,"253-275 Burdett Rd, London E14, UK","E14 7ER","Burdett Road","Mile End",33,20120308,20170919,1,49148,1344,50107,1382,1444,4298,47704,1255,48663,1295,"E00021494","E01004273","E02000877","E09000030","","","E14 7","E14","E"
461,"200013",-0.038775,51.516,"40 Aston St, London E14 7NG, UK","E14 7NG","Aston Street","Stepney",26,20120308,20170919,1,35964,1216,33678,1272,1369,2715,34595,1156,32309,1211,"E00021585","E01004285","E02000882","E09000030","","","E14 7","E14","E"
462,"200105",-0.138853,51.541603,"14 Bonny St, London NW1, UK","NW1 9LS","Bonny Street","Camden Town",45,20120210,20170919,1,97843,1593,92886,1904,2805,5044,95038,1492,90081,1806,"E00004219","E01000861","E02000184","E09000007","","","NW1 9","NW1","NW"
463,"200093",-0.071881,51.534776,"Thurtle Rd, London E2, UK","E2  8LU","Thurtle road","Haggerston",22,20120308,20170919,1,34348,1344,27867,1453,1100,3565,33248,1271,26767,1366,"E00008842","E01001773","E02000369","E09000012","","","E2  8","E2","E"
464,"200082",-0.052099,51.51417,"385-397 Commercial Rd, London E1, UK","E1  0PW","St. Mary & St. Michael Church","Stepney",25,20120131,20170919,1,23551,1217,21030,1414,363,2642,23188,1195,20667,1392,"E00021593","E01004287","E02000879","E09000030","","","E1  0","E1","E"
465,"200152",-0.08249,51.53558,"40 Hyde Rd, London N1 5JU, UK","N1  5PX","Pitfield Street North","Hoxton",28,20120427,20170919,1,96193,1133,83217,1192,2721,3183,93472,1073,80496,1124,"E00008743","E01001754","E02000369","E09000012","","","N1  5","N1","N"
466,"200158",-0.076341,51.534464,"3 Whiston Rd, London E2 8BW, UK","E2  8BW","Whiston Road","Haggerston",21,20120215,20170919,1,56541,1310,50260,1518,1400,4377,55141,1232,48860,1436,"E00008833","E01001776","E02000369","E09000012","","","E2  8","E2","E"
467,"200168",-0.030556,51.523538,"25 Southern Grove, London E3, UK","E3  4PX","Southern Grove","Bow",17,20120308,20170919,1,33487,1086,31969,1509,1830,2136,31657,1025,30139,1471,"E00021478","E01004269","E02000877","E09000030","","","E3  4","E3","E"
468,"200150",-0.022694,51.521564,"110 Knapp Rd, London E3 4BT, UK","E3  4EN","Cantrell Road","Bow",24,20120309,20170919,1,17733,1634,17584,1904,1084,3096,16649,1539,16500,1825,"E00021329","E01004241","E02000875","E09000030","","","E3  4","E3","E"
469,"022178",-0.020467,51.513757,"66 Lindfield St, Poplar, London E14, UK","E14 6GW","Lindfield Street","Poplar",44,20120125,20170919,1,35127,1284,34544,1431,1579,3114,33548,1198,32965,1350,"E00021405","E01004253","E02000887","E09000030","","","E14 6","E14","E"
470,"200174",-0.025492,51.530535,"18 Mostyn Grove, London E3, UK","E3  2LS","Mostyn Grove","Bow",46,20120118,20170919,1,46105,1450,43374,1658,2315,3302,43790,1352,41059,1566,"E00167263","E01032784","E02000867","E09000030","","","E3  2","E3","E"
471,"200006",-0.028155,51.533283,"1 Hewison St, London E3 2HZ, UK","E3  2YH","Hewison Street","Old Ford",19,20120308,20170919,1,40483,1357,39517,1660,1355,4245,39128,1257,38162,1568,"E00021280","E01004222","E02000864","E09000030","","","E3  2","E3","E"
472,"200019",-0.027616,51.529452,"8 Malmesbury Rd, London E3, UK","E3  2BY","Malmesbury Road","Bow",21,20120118,20170919,1,10436,1662,10291,2639,766,4093,9670,1470,9525,2522,"E00021326","E01004229","E02000867","E09000030","","","E3  2","E3","E"
473,"022167",-0.019355,51.496137,"59 Millharbour, Isle of Dogs, London E14 9TD, UK","E14 8PP","Millharbour","Millwall",19,20120207,20170919,1,14289,1702,15242,1967,1035,3596,13254,1554,14207,1848,"E00167116","E01032774","E02006853","E09000030","","","E14 8","E14","E"
474,"200155",-0.011457,51.498125,"42-66 E Ferry Rd, Isle of Dogs, London E14, UK","E14 3LJ","Castalia Square","Cubitt Town",39,20120119,20170919,1,9461,1463,10102,2250,616,3166,8845,1345,9486,2190,"E00021246","E01004221","E02000891","E09000030","","","E14 3","E14","E"
475,"200004",-0.020157,51.499041,"Lighterman's Rd, Isle of Dogs, London E14, UK","E14 9AN","Lightermans Road","Millwall",57,20120120,20170919,1,30589,1972,33352,1987,2687,4017,27902,1775,30665,1809,"E00167117","E01032770","E02006853","E09000030","","","E14 9","E14","E"
476,"200009",-0.009205,51.489096,"40 Stebondale St, Isle of Dogs, London E14 3BX, UK","E14 3ER","Stebondale Street","Cubitt Town",29,20120308,20170919,1,14447,2559,17373,3075,2653,3725,11794,2297,14720,2958,"E00021229","E01004217","E02000893","E09000030","","","E14 3","E14","E"
477,"200018",-0.018716,51.49109,"32 Spindrift Ave, Isle of Dogs, London E14 9UL, UK","E14 9UX","Spindrift Avenue","Millwall",36,20120120,20170919,1,34549,1718,35343,1736,2788,4279,31761,1493,32555,1518,"E00021527","E01004281","E02000894","E09000030","","","E14 9","E14","E"
479,"200156",-0.058005,51.527152,"458 Bethnal Green Rd, London E2, UK","E2  0EA","Pott Street","Bethnal Green",20,20120308,20170919,1,106610,1146,105508,1145,1851,3802,104759,1099,103657,1097,"E00021181","E01004211","E02000876","E09000030","","","E2  0","E2","E"
480,"200115",-0.038986,51.512871,"56372 Branch Rd, London E14 7JE, UK","E14 7LP","Flamborough Street","Limehouse",25,20120121,20170919,1,99656,1455,98676,1440,2820,4419,96836,1369,95856,1352,"E00021565","E01004286","E02000882","E09000030","","","E14 7","E14","E"
481,"200022",-0.009001,51.487129,"Saunders Ness Rd, Isle of Dogs, London E14, UK","E14 3GR","Saunders Ness Road","Cubitt Town",35,20120121,20170919,1,58322,2515,60658,2781,5781,5013,52541,2240,54877,2545,"E00021220","E01004217","E02000893","E09000030","","","E14 3","E14","E"
482,"200052",-0.02377,51.509843,"Thornfield House, Rosefield Gardens, Poplar, London E14 8EP, UK","E14 8EW","Thornfield House","Poplar",26,20120308,20170919,1,7524,1894,8881,2612,490,3990,7034,1748,8391,2532,"E00021412","E01004253","E02000887","E09000030","","","E14 8","E14","E"
483,"022166",-0.047784,51.51328,"420B Commercial Rd, London E1 0LQ, UK","E1  0HQ","Albert Gardens","Stepney",33,20120126,20170919,1,73856,1077,68097,1197,1729,2904,72127,1033,66368,1152,"E00021566","E01004289","E02000879","E09000030","","","E1  0","E1","E"
484,"022172",-0.013258,51.528828,"680 Blackwall Tunnel Northern Approach, London E3, UK","E3  3BB","Bromley High Street","Bow",24,20120308,20170919,1,23916,2179,24662,2677,1640,5556,22276,1930,23022,2472,"E00021349","E01004235","E02000871","E09000030","","","E3  3","E3","E"
485,"022173",-0.048017,51.531127,"172A Old Ford Rd, London E2 9PW, UK","E2  9JF","Old Ford Road","Bethnal Green",24,20120124,20170919,1,70829,1636,67983,1700,5813,3443,65016,1475,62170,1537,"E00021143","E01004201","E02000865","E09000030","","","E2  9","E2","E"
486,"022174",-0.069543,51.525645,"1 Granby St, London E2 6DR, UK","E2  6DL","Granby Street","Shoreditch",37,20120308,20170919,1,111611,1228,98844,1163,2360,3033,109251,1189,96484,1117,"E00021712","E01004315","E02000869","E09000030","","","E2  6","E2","E"
487,"022175",-0.025626,51.511811,"7 Canton St, Poplar, London E14 6JG, UK","E14 6JW","Canton Street","Poplar",23,20120130,20170919,1,32640,1375,31359,1836,1130,3505,31510,1299,30229,1773,"E00167156","E01004252","E02000887","E09000030","","","E14 6","E14","E"
488,"022176",-0.058681,51.506946,"14 Wapping Ln, St Katharine's & Wapping, London E1W 2RJ, UK","E1W 3AQ","Reardon Street","Wapping",22,20120308,20170919,1,60319,1006,57905,1145,1414,2293,58905,976,56491,1116,"E00021630","E01004296","E02000889","E09000030","","","E1W 3","E1W","E"
489,"022177",-0.064094,51.513074,"101 Christian St, London E1 1RX, UK","E1  1RU","Christian Street","Whitechapel",34,20120308,20170919,1,85169,928,70946,1045,2485,2691,82684,875,68461,985,"E00021750","E01004319","E02000884","E09000030","","","E1  1","E1","E"
490,"200090",-0.065006,51.508622,"Pennington St Warehouse, St Katharine's & Wapping, London E1W, UK","E1W 2AD","Pennington Street","Wapping",45,20120223,20170919,1,27956,1076,25995,1105,550,8952,27406,918,25445,936,"E00021625","E01004294","E02000889","E09000030","","","E1W 2","E1W","E"
494,"200233",-0.016251,51.50196,"South Quay Walk, Isle of Dogs, London E14 9SN, UK","E14 5BF","South Quay East","Canary Wharf",36,20120303,20170919,1,6303,2430,6955,2077,691,2838,5612,2380,6264,1994,"E00167121","E01032771","E02006854","E09000030","","","E14 5","E14","E"
496,"200255",-0.015578,51.52512,"20 Devons Rd, London E3 3JA, UK","E3  3JA","Devons Road","Bow",39,20120203,20170919,1,33955,1649,33640,2239,2783,3979,31172,1441,30857,2082,"E00021360","E01004236","E02000871","E09000030","","","E3  3","E3","E"
498,"200251",-0.025296,51.527058,"42 Bow Rd, London E3 4NA, UK","E3  4DH","Bow Road Station","Bow",41,20120126,20170919,1,61652,1549,57857,1949,2331,4452,59321,1435,55526,1844,"E00021500","E01004267","E02000875","E09000030","","","E3  4","E3","E"
499,"200011",-0.021345,51.519265,"183-213 Devons Rd, London E3 3QX, UK","E3  3RW","Furze Green","Bow",36,20120128,20170919,1,61308,1418,59191,1437,2222,3723,59086,1331,56969,1348,"E00021330","E01004242","E02000875","E09000030","","","E3  3","E3","E"
501,"200073",-0.054883,51.522561,"Cephas St, London E1, UK","E1  4HH","Cephas Street","Bethnal Green",24,20120127,20170919,1,61406,1089,57733,1154,1607,2859,59799,1042,56126,1105,"E00021187","E01004209","E02000874","E09000030","","","E1  4","E1","E"
504,"200243",-0.009506,51.496454,"32 Manchester Rd, Isle of Dogs, London E14 3ET, UK","E14 3JD","St. John's Park","Cubitt Town",30,20120130,20170919,1,13836,1681,12850,2305,896,4119,12940,1512,11954,2169,"E00021247","E01004214","E02000893","E09000030","","","E14 3","E14","E"
505,"200038",-0.026768,51.520398,"15 Ackroyd Dr, London E3 4JY, UK","E3  4JA","Ackroyd Drive","Bow",29,20120130,20170919,1,26593,1325,23805,1524,817,3378,25776,1260,22988,1458,"E00021487","E01004271","E02000877","E09000030","","","E3  4","E3","E"
506,"200036",-0.075855,51.517475,"92 Bell Ln, London E1, UK","E1  7LQ","Bell Lane","Liverpool Street",23,20120131,20170919,1,80229,1075,81425,991,1696,3256,78533,1028,79729,943,"E00021689","E01004307","E02000878","E09000030","","","E1  7","E1","E"
507,"200131",-0.059091,51.528692,"84 Clarkson St, London E2 0BA, UK","E2  0BD","Clarkson Street","Bethnal Green",31,20120131,20170919,1,35317,1100,32436,1351,1145,2895,34172,1040,31291,1295,"E00021160","E01004203","E02000868","E09000030","","","E2  0","E2","E"
508,"200157",-0.074431,51.519362,"86 Commercial St, London E1 6LY, UK","E1  6QG","Fournier Street","Whitechapel",18,20120308,20170919,1,100017,1256,101487,1033,1210,2647,98807,1239,100277,1013,"E00021680","E01004306","E02000878","E09000030","","","E1  6","E1","E"
509,"200253",-0.090075,51.517842,"Fore St Ave, London EC2Y, UK","EC2Y9DT","Fore Street","Guildhall",19,20120209,20170919,1,68745,797,73840,759,821,1299,67924,791,73019,753,"E00000021","E01000002","E02000001","E09000001","","","EC2Y9","EC2Y","EC"
510,"200238",-0.025996,51.509303,"160 Westferry Rd, Poplar, London E14 3SF, UK","E14 8SE","Westferry DLR","Limehouse",41,20120308,20170919,1,98717,1528,105335,1556,3110,4374,95607,1435,102225,1470,"E00167159","E01004277","E02006854","E09000030","","","E14 8","E14","E"
511,"200256",-0.053558,51.511066,"Sutton St, London E1, UK","E1  0AX","Sutton Street","Shadwell",33,20120201,20170919,1,68404,1197,61925,1459,1788,3301,66616,1141,60137,1404,"E00021667","E01004302","E02000888","E09000030","","","E1  0","E1","E"
512,"200083",-0.06142,51.532091,"2 Pritchard's Rd, London E2 9AP, UK","E2  6GE","Pritchard's Road","Bethnal Green",30,20120222,20170919,1,104990,1197,98775,1176,3088,3279,101902,1133,95687,1108,"E00021155","E01004200","E02000868","E09000030","","","E2  6","E2","E"
513,"200162",-0.055656,51.514222,"284-296 A13, London E1 2NX, UK","E1  2HR","Watney Market","Stepney",51,20120202,20170919,1,61910,1149,55088,1210,1239,3051,60671,1110,53849,1168,"E00021739","E01004326","E02000880","E09000030","","","E1  2","E1","E"
514,"200008",-0.155525,51.516204,"15 Portman Square, Marylebone, London W1H, UK","W1H 6LQ","Portman Square","Marylebone",17,20120223,20170919,1,63453,1260,65713,1275,1076,3347,62377,1224,64637,1241,"E00023839","E01004714","E02000970","E09000033","","","W1H 6","W1H","W"
515,"200080",-0.211316,51.500088,"7 Russell Gardens, Kensington, London W14 8EZ, UK","W14 8EZ","Russell Gardens","Olympia",24,20120308,20170919,1,30591,1210,28735,1640,1077,4407,29514,1093,27658,1532,"E00014394","E01002866","E02000585","E09000020","","","W14 8","W14","W"
516,"200089",-0.014438,51.5112,"173 E India Dock Rd, Poplar, London E14 0EA, UK","E14 0EB","Chrisp Street Market","Poplar",18,20120308,20170919,1,39002,1882,39794,2174,1798,4515,37204,1755,37996,2064,"E00021379","E01004244","E02000883","E09000030","","","E14 0","E14","E"
517,"200027",-0.033085,51.532513,"3 Ford Rd, London E3 5NS, UK","E3  5NS","Ford Road","Old Ford",17,20120203,20170919,1,39564,1441,39200,1516,1227,3981,38337,1360,37973,1436,"E00021313","E01004234","E02000866","E09000030","","","E3  5","E3","E"
518,"200041",-0.037471,51.528224,"2 Antill Rd, London E3 5BS, UK","E3  5BS","Antill Road","Mile End",30,20120207,20170919,1,46944,1575,43529,1819,2214,4019,44730,1454,41315,1701,"E00021304","E01004230","E02000866","E09000030","","","E3  5","E3","E"
519,"200254",-0.011662,51.518811,"177 Teviot St, Poplar, London E14 6PY, UK","E14 6PY","Teviot Street","Poplar",33,20120222,20170919,1,8479,1958,9330,2751,987,3717,7492,1726,8343,2637,"E00021383","E01004248","E02000881","E09000030","","","E14 6","E14","E"
520,"200234",-0.047218,51.526041,"193 Bancroft Rd, London E1, UK","E1  4BS","Bancroft Road","Bethnal Green",21,20120308,20170919,1,49500,1152,45236,1383,1795,3317,47705,1071,43441,1303,"E00021442","E01004263","E02000870","E09000030","","","E1  4","E1","E"
521,"200030",-0.037366,51.534137,"73 Driffield Rd, London E3 5NE, UK","E3  5NH","Driffield Road","Old Ford",19,20120308,20170919,1,60418,1787,59581,1889,5099,3171,55319,1659,54482,1769,"E00021295","E01004234","E02000866","E09000030","","","E3  5","E3","E"
522,"200161",-0.036017,51.525941,"48 Clinton Rd, London E3 4QU, UK","E3  5AX","Clinton Road","Mile End",36,20120321,20170919,1,49503,1635,49580,1451,2947,4019,46556,1484,46633,1289,"E00021307","E01004232","E02000866","E09000030","","","E3  5","E3","E"
